ID	QUESTION	ANSWER	CHOICES	gpt-4o	gpt-4o_maxd	gpt-4o_paths	mistral-large-latest	mistral-large-latest_maxd	mistral-large-latest_paths	claude-3-5-sonnet-20240620	claude-3-5-sonnet-20240620_maxd	claude-3-5-sonnet-20240620_paths
52	यमस्य गजस्य किम् नाम?	महापद्मः		महापद्मः	1		यमस्य गजस्य नाम नास्ति	1	(:God {'lemma': यम})-[:WAS_ACCOMPANIED_BY]->({'lemma': मृत्यु}); (:God {'lemma': यम})-[:PROTECTION_INVOKED_BY]->({'lemma': कौसल्या}); (:God {'lemma': यम})-[:WENT_TO_FIGHT_WITH]->({'lemma': रावण})	वैवस्वतः	1	(:God {'lemma': यम})-[:WAS_ACCOMPANIED_BY]->({'lemma': मृत्यु}); (:Monkey {'lemma': गज})-[:PARTICIPATED_THE_CORONATION_CEREMONY_OF]->({'lemma': सुग्रीव}); (:Monkey {'lemma': गज})<-[:FOUGHT_WITH]-({'lemma': तपन})
53	वरुणस्य गजस्य किम् नाम?	सौमनसः		ऐरावतः	1		वरुणस्य गजस्य नाम अज्ञातम्	1		गजेन्द्रेण	1	(:Monkey {'lemma': गज})-[:PARTICIPATED_THE_CORONATION_CEREMONY_OF]->({'lemma': सुग्रीव}); (:Deva {'lemma': वरुण})<-[:OBTAINED_THE_POSITION_OF]-({'lemma': मित्र}); (:Monkey {'lemma': गज})<-[:FOUGHT_WITH]-({'lemma': तपन})
54	तस्य समुद्रस्य किम् नाम यस्य जलं रक्तवर्णीयम् आसीत्?	लोहितसागरः; लोहितः		लङ्का-सागरः	1		लवण	1		उत्तरम्: लवणसमुद्रस्य	1	
55	श्रीरामादीनाम् चतुर्णां भ्रातॄणां विवाहकर्म यः ऋषिः अकुरुत तस्य किम् नाम?	वसिष्ठः		वशिष्ठः	1		वशिष्ठः	1		उत्तरम्: वसिष्ठेन	1	
56	यः महर्षिः श्रीरामस्य दुःखपूर्णजीवनस्य भविष्यकथनम् अकरोत् तस्य किम् नाम?	दुुर्वासाः		वाल्मीकि:	1		वाल्मीकिः	1		उत्तरम्: विश्वामित्रेण	1	
57	यः काकः गरुडाय रामकथां अश्रावयत् तस्य किम् नाम?	काकभुशुण्डिः		काकभुशुण्डिः	1		काकभुशुण्डिः	1	(:Devine_bird {'lemma': गरुड})<-[:IS_ANOTHER_NAME_OF]-({'lemma': तार्क्ष्य}); (:Devine_bird {'lemma': गरुड})<-[:IS_BROTHER_OF]-({'lemma': अरुण}); (:Devine_bird {'lemma': गरुड})<-[:IS_SISTER_OF]-({'lemma': सुमति})	भुशुण्डिना	1	(:Devine_bird {'lemma': गरुड})<-[:IS_ANOTHER_NAME_OF]-({'lemma': तार्क्ष्य}); (:Devine_bird {'lemma': गरुड})<-[:IS_BROTHER_OF]-({'lemma': अरुण}); (:Devine_bird {'lemma': गरुड})<-[:IS_SISTER_OF]-({'lemma': सुमति})
58	अमरावती कस्य पुर्याः नाम आसीत्?	इन्द्रस्य		इन्द्रस्य	1	(:Town {'lemma': अमरावती})-[:IS_THE_TOWN_OF]->({'lemma': इन्द्र})	इन्द्रस्य	1	(:Town {'lemma': अमरावती})-[:IS_THE_TOWN_OF]->({'lemma': इन्द्र})	इन्द्रस्य	1	(:Town {'lemma': अमरावती})-[:IS_THE_TOWN_OF]->({'lemma': इन्द्र})
59	अश्वमेधयज्ञस्य अश्वस्य मस्तके यत् पत्रं बध्यते तस्य किम् नाम?	जयपत्रम्		उत्तरम्: यूपपत्रम्	1		उत्तरम्: अश्वमेधयज्ञस्य अश्वस्य मस्तके यत् पत्रं बध्यते तस्य नाम नास्ति	1		"उत्तरम्: स्वर्णपत्रम्

अश्वमेधयज्ञस्य अश्वस्य मस्तके बध्यमानं पत्रं स्वर्णपत्रम् इति नाम्ना ज्ञायते एतत् पत्रं सुवर्णनिर्मितं भवति, यस्मिन् यज्ञस्य विवरणं तथा च राज्ञः नाम लिखितं भवति"	1	
60	शत्रुणा प्रयुक्तम् अस्त्रं निष्फलीकर्तुं यः विधिः तस्य नाम किम् ?	रभसः		प्रत्यस्त्रम्	1		ब्रह्मास्त्रम्	1		"उत्तरम्: प्रत्यस्त्रेण

यद्यपि प्रश्ने विशिष्टं नाम नापेक्षितम्, तथापि सामान्यतया शत्रुणा प्रयुक्तम् अस्त्रं निष्फलीकर्तुं प्रयुज्यमानः विधिः ""प्रत्यस्त्रम्"" इति नाम्ना ज्ञायते रामायणे च अन्येषु पौराणिकेषु ग्रन्थेषु च एतादृशः विधिः वर्णितोऽस्ति"	1	
61	तस्य राक्षसस्य किं नाम आसीत् यः रावणं सीतायाः हत्यां मा कुरु इति बोधितवान् ?	सुपार्श्वः		विभीषणः	1		विभीषणः	1	(:Rakshasa {'lemma': रावण})<-[:IS_CROSSED_BY]-({'lemma': पम्पा})	उत्तरम्: विभीषणेन	1	(:Rakshasa {'lemma': रावण})-[:ASKED_THE_HELP_OF]->({'lemma': अकम्पन}); (:Rakshasa {'lemma': रावण})-[:WAS_ACCOMPANIED_BY]->({'lemma': त्रिशिस्}); (:Rakshasa {'lemma': रावण})<-[:IS_MINISTER_OF]-({'lemma': निकुम्भ})
62	समुद्रमन्थनात् यत् भीषणं विषं निर्गतं तस्य नाम किम् ?	हलाहलम्; हालाहलम्  		कालकूटम्	1		हालाहलम्	1		उत्तरम्: हालाहलम्	1	
63	समुद्रमन्थनाय यः पर्वतः मथनीकृतः, तस्य नाम किम्?	मन्दरः		मन्दरः	1		मन्दरः	1	(:Rishi {'lemma': पर्वत})-[:REPLIED_TO]->({'lemma': रावण}); (:Rishi {'lemma': पर्वत})<-[:IS_CURSED_BY]-({'lemma': नृग})	उत्तरम्: मन्दरः	1	
64	रामायणस्य प्रमुखतमस्य काण्डस्य नाम किम्?	युद्धकाण्डम्		उत्तरम्: अयोध्याकाण्डः	1		बालकाण्डम्	1		"उत्तरम्: युद्धकाण्डम्

रामायणस्य षट् काण्डेषु युद्धकाण्डं प्रमुखतमं मन्यते अस्मिन् काण्डे रामरावणयोः महायुद्धं वर्णितम्, यत्र रामः रावणं हत्वा सीतां मुक्तवान् एतत् काण्डं कथायाः चरमोत्कर्षं दर्शयति, अतः एव प्रमुखतमं गण्यते"	1	
65	रामायणस्य लघुतमस्य काण्डस्य नाम किम्?	अरण्यकाण्डम्		उत्तरम्: सुन्दरकाण्डः	1		बालकाण्डम्	1		उत्तरम्: युद्धकाण्डेन	1	
66	राजा जनकस्य सः मन्त्री कः आसीत् यः जनकस्य आज्ञया राजानं दशरथं आह्वातुं अयोध्यां गतः?	सुदामा		शतानन्दः	1		सुमन्त्रः	1		धृष्टिः	1	(:Human {'lemma': दशरथ})<-[:A_COURTIER_OF]-({'lemma': धृष्टि})
67	तस्य सरोवरस्य किं नाम आसीत् यः योजनपरिमितः दीर्घः तावदेव विस्तृतः च ?	पञ्चाप्सरः; पञ्चाप्सरस्सरः		पम्पासरोवरम्	1		पम्पा	1		"उत्तरम्: पम्पायाः

यद्यपि प्रश्ने सरोवरस्य विशेषणानि दत्तानि, तथापि रामायणे प्रसिद्धं पम्पा सरोवरं योजनपरिमितं दीर्घं विस्तृतं च वर्णितम् अस्ति अतः तस्य सरोवरस्य नाम पम्पा इति उत्तरम्"	1	
68	सः पर्वतः कः आसीत् यस्य शिखराणि शतम् आसन्, यः सिंधुसमुद्रयोः सङ्गमे स्थितः आसीत्?	हेमगिरिः; हेमकूटः		सह्याद्रिः	1	(:Rishi {'lemma': पर्वत})-[:REPLIED_TO]->({'lemma': रावण}); (:Rishi {'lemma': पर्वत})<-[:IS_CURSED_BY]-({'lemma': नृग})	त्रिकूट	1	(:Rishi {'lemma': पर्वत})-[:REPLIED_TO]->({'lemma': रावण}); (:Rishi {'lemma': पर्वत})<-[:IS_CURSED_BY]-({'lemma': नृग})	"उत्तरम्: मैनाकः

यद्यपि प्रश्ने विशिष्टं नाम नोक्तम्, रामायणे वर्णितः मैनाक पर्वतः एव एतादृशः आसीत् सः सिंधुसमुद्रयोः सङ्गमे स्थितः शतशिखरयुक्तः पर्वतः आसीत्"	1	
69	अष्टमस्य वसोः नाम किम्?	सावित्रः		कुशः	1	(:Human {'lemma': वसु})-[:IS_SON_OF]->({'lemma': कुश})	"अष्टमस्य वसोः नाम किम्?

उत्तरम्: वसिष्ठः"	1		उत्तरम्: कुशस्य	1	(:Human {'lemma': वसु})-[:IS_SON_OF]->({'lemma': कुश})
70	रावणेन सुग्रीवस्य समीपं प्रेषितः दूतः कः आसीत् ?	शुकः		शुकः	1		अङ्गदः	1		शुकेण	1	(:Monkey {'lemma': सुग्रीव})<-[:WAS_SENT_BY]-({'lemma': अङ्गद}); (:Monkey {'lemma': सुग्रीव})<-[:IS_SENT_BY]-({'lemma': अङ्गद}); (:Monkey {'lemma': सुग्रीव})<-[:WAS_SENT_BY]-({'lemma': हनुमान्}); (:Monkey {'lemma': सुग्रीव})<-[:WAS_SENT_BY]-({'lemma': सुषेण})
71	तस्य वानरयूथपतेः नाम किम् आसीत् यः काषायः इव रक्तवर्णीयः आसीत् ?	गवयः		सुग्रीवः	1		सुग्रीवः	1		"उत्तरम्: अङ्गदेन

यद्यपि प्रश्ने स्पष्टं नाम न दत्तम्, रामायणे अङ्गदः एव काषायवर्णीयः वानरयूथपतिः वर्णितः सः वालिपुत्रः आसीत् यस्य शरीरं रक्तवर्णीयम् आसीत्"	1	
72	तस्य वानरयूथपतेः नाम किम् आसीत् यः रजतम् इव शुभ्रः आसीत् ?	श्वेतः		सुग्रीवः	1		सुग्रीवः	1		उत्तरम्: सुग्रीवेण	1	
73	तस्य ग्रहस्य किं नाम यः यथासमयं सूर्यचन्द्रयोः ग्रहणं करोति?	राहुः		राहुः	1		राहुः	1		उत्तरम्: राहुणा	1	
