index	ID	QUESTION	ANSWER	CHOICES	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct	ANSWER_LEMMA	gpt-4o_LEMMA	gpt-4o-mini_LEMMA	llama-v3p1-405b-instruct_LEMMA	llama-v3p1-8b-instruct_LEMMA
96	97	तस्य यज्ञस्य नाम किम् यः 'पवित्रनामकेन' सोमयज्ञेन आरभ्यते 'सौत्रामणिना' च समाप्यते?	राजसूयः		सरस्वत्यायनः	वाजपेयः	पवित्रयज्ञः	अग्निष्टोम	['rājasūya']	sarasvatīyana	pavitra yajña	vājapeya	agniṣṭoma
97	98	रावणस्य कुलस्य सः योद्धा कः यः रामरावणयोः युद्धे श्रीरामस्य पक्षे अयुद्ध्यत?	विभीषणः		विभीषणः	विभीषणः	विभीषणः	मेघनादः	['vibhīṣaṇa']	vibhīṣaṇa	vibhīṣaṇa	vibhīṣaṇa	meghanāda
98	99	सः कः वीरः यः रावणं कारागारं नीत्वा बद्धवान् (रावणस्य) पितामहस्य निवेदनाच्च तं मुक्तवान्?	सहस्रार्जुनः		वालिनः पुत्रः	बलि	हनुमान्	रामः	['arjuna']	vālin putra	hanumant	bali	rāma
99	100	सः कः वीरः यः रावणं षण्मासान् यावत् स्वकक्षे अस्थापयत्?	वाली		महावीरः	वालि	रामः	रामः	['vālin']	mahāvīra	rāma	vālin	rāma
100	101	ऋषिः विश्वामित्रः यदा राजा दशरथस्कृय सविधे  श्रीरामं लक्ष्मणं च याचितुम् आगतवान् तदा अस्मिन्नवसरे दशरथः बहुषु तर्केषु ऋषये कति अवस्थाः उक्तवान्?	षष्ठीसहस्रम्		दशरथः ऋषये सप्त अवस्थाः उक्तवान्	दशरथः ऋषये तिस्रः अवस्थाः उक्तवान्	दश	दशरथः पञ्चविधे	['ṣaṣṭhī']	daśaratha ṛṣi avasthā	daśan	daśaratha ṛṣi avasthā	daśaratha pañcavidha
101	102	लक्ष्मणम्, हनुमन्तं, भरतं, शत्रुघ्नं च युद्धे कौ द्वौ भ्रातरौ पराजितवन्तौ?	लवकुशौ		लक्ष्मणः, हनुमान्	लक्ष्मण-भरतौ	लक्ष्मणः, हनुमतः	रावणः	['lava kuśa']	lakṣmaṇa hanumant	lakṣmaṇa hanumant	lakṣmaṇa bharata	rāvaṇa
102	103	कुंभकर्णस्य शयनाय रावणेन यद् गृहं निर्मापितं तत् कियद् दीर्घं विस्तीर्णं चासीत्?	योजनद्वयं दीर्घं योजनं च विस्तीर्णम्; दीर्घं द्वियोजनं विस्तीर्णं चैकयोजनम्; विस्तीर्णं योजनं शुभ्रं ततो द्विगुणमायतम्; दीर्घं योजनद्वयम् विस्तीर्णं योजनमेकम्		कुम्भकर्णस्य शयनाय निर्मितं गृहं योजनायामं योजनविस्तीर्णं चासीत्	दीर्घं योजनद्वयम्, विस्तीर्णं योजनमेकम्	सप्ततिः योजनाः	अष्टकोटि योजन	['yojana dvaya dīrgha yojana vistṛ', 'dīrgha yojana vistṛ yojana', 'vistṛ yojana śubhra dviguṇa āyam', 'dīrgha yojana dvaya vistṛ yojana']	kumbhakarṇa śayana nirmā gṛha yojana āyāma yojana vistṛ	saptati yojana	dīrgha yojana dvaya vistṛ yojana	aṣṭan koṭi yojana
103	104	सः कः राक्षसः यः एकस्मिन् पर्याये षड् मासान् यावत् निद्राति स्म?	कुम्भकर्णः		कुम्भकर्णः	कुम्भकर्णः	काकभुशुण्डि:	रावणः	['kumbhakarṇa']	kumbhakarṇa	kāka bhuśuṇḍi	kumbhakarṇa	rāvaṇa
104	105	रावणः कं प्रसादयितुं स्वस्य दश शिरांसि समर्पितवान्?	ब्रह्माणम्		शिवम्	शिवम्	भगवान् शिवम्	श्रीरामाय	['brahman']	śiva	śiva	śiva	śrī āma
105	106	सः कः यः मातरं विना एव केवलं पित्रा जनितः आसीत्?	मिथिः		हनुमानः	सीता नन्दनः	रामः	अनासीत्	['mithi']	hanumant	rāma	sītā nandana	an
106	107	एतेषु कः एकपादस्थः पञ्चसहस्रवर्षाणि तपः अकरोत्?	विभीषणः	 शंबूकः / दशरथः / विभीषणः / सुग्रीवः	शंबूकः	शंबूकः	शंबूकः	शंबूकः	['vibhīṣaṇa']	śambūka	śambūka	śambūka	śambūka
107	108	सीताहरणात् प्राक् कः सुवर्णमृगस्य रूपं धृत्वा आगच्छत्?	मारीचः		मारिचः	मारीचः	रामः	रावणः	['mārīca']	mārica	rāma	mārīca	rāvaṇa
108	109	कः शिलारूपायाः अहल्यायाः उद्धारं कृतवान्?	श्रीरामः; रामः		रामः	रामः	रामः	रामः	['śrīrāma', 'rāma']	rāma	rāma	rāma	rāma
109	110	सः कः महर्षिः यः पितुः आज्ञाय मातुः शिरः छिन्नवान्?	परशुरामः; जामदग्न्यः		परशुरामः	परशुरामः	रामः	श्रीरामः	['paraśurāma', 'jāmadagnya']	paraśurāma	rāma	paraśurāma	śrīrāma
110	111	सः कः महर्षिः यः सम्पूर्णसमुद्रजलं चुलुकीकृत्य अपिवत्?	अगस्त्यः		अगस्त्यः	अगस्त्यः	जनकः	विश्वामित्रः	['agastya']	agastya	janaka	agastya	viśvāmitra
111	112	शूर्पणखायाः राक्षस्याः नासिका कर्णौ च कः छिन्नवान्?	लक्ष्मणः		लक्ष्मणः	लक्ष्मणः	रामः	रावणः	['lakṣmaṇa']	lakṣmaṇa	rāma	lakṣmaṇa	rāvaṇa
112	113	सः कः महर्षिः यः क्षत्रियोऽपि तपसा ब्रह्मर्षिषु परिगणितः?	विश्वामित्रः		विश्वामित्रः	विश्वामित्रः	वाल्मीकीः	विश्वामित्रः	['viśvāmitra']	viśvāmitra	vālmīki	viśvāmitra	viśvāmitra
113	114	कः सः राजा आसीत् यं महर्षिः विश्वामित्रः सशरीरं स्वर्गं प्रेषयन् आसीत्?	त्रिशङ्कुः		त्रिशङ्कुः	त्रिशंकुः	सूतः	रामः	['triśaṅku']	triśaṅku	sūta	triśaṃku	rāma
114	115	एतेषु कः सूर्यं फलमिति मत्वा खादितुं तत्र गतः?	हनुमान्	 जाम्बवान् / सुरसा / हनुमान् / कालनेमिः	हनुमान्	हनुमान्	हनुमान्	जाम्बवान्	['hanumant']	hanumant	hanumant	hanumant	jāmbavant
115	116	सः कः महर्षिः यः स्वस्य पत्न्यै प्रस्तरशिला भवितुं शापं अददात्?	गौतमः		गौतमः	गौतमः	वशिष्ठः	विश्वामित्रः	['gautama']	gautama	vaśiṣṭha	gautama	viśvāmitra
