ID	QUESTION	ANSWER	CHOICES
719	एतेषु केन श्रीरामाय सीताहरणस्य वार्ता दत्ता आसीत्?	जटायुना	 हनुमता / जटायुना / अङ्गदेन / सुग्रीवेण
720	एतासु का आसीत् यस्याः उच्छिष्टानि बदरीफलानि श्रीरामेण खादितानि?	शबरी 	 अहल्या / अनसूया / शबरी / त्रिजटा
721	आदिकविः एतेषु कः कथ्यते?	वाल्मीकिः	 वाल्मीकिः / भवभूतिः / विश्वामित्रः / तुलसीदासः
722	एतेषु कस्य 'दशाननः' इति नाम आसीत्?	रावणस्य	 मेघनादस्य / विभीषणस्य / कुंभकर्णस्य / रावणस्य
723	एतासु अयोनिजा का आसीत्?	सीता	 कौसल्या / सीता / अहल्या / सुलोचना
724	विदेहः एतेषु  कस्य नाम आसीत्?	जनकस्य	 दशरथस्य / विभीषणस्य / जनकस्य / शत्रुघ्नस्य
725	एतेषु मुनिषु केन सह महर्षेः विश्वामित्रस्य भगिन्याः सत्यवत्याः विवाहः अभवत्?	ऋचीकेन	 वसिष्ठेण / ऋचीकेन / अत्रिना / भरद्वाजेन
726	एतेषु कः गङ्गां पृथिव्यां आनयत्?	भगीरथः	 अंशुमान् / सगरः / असमञ्जः / भगीरथः
727	राजा दशरथस्य मन्त्री एतेषु कः आसीत्?	अकोपः	 सञ्जयः / अकोपः / शतानन्दः / सुग्रीवः
728	देवतानां सेनापति: एतेषु कः अभवत्?	कार्तिकेयः	 गणेशः / अर्जुनः / भगीरथः / कार्त्तिकेयः
729	एतासु का राक्षसी राक्षसानां विनाशं श्रीरामस्य विजयं च स्वप्ने अद्राक्षीत्?	त्रिजटा	 त्रिजटा / सुरसा / ताटका / पूतना
730	एतेषु कस्य पुच्छे अग्निं आधाय राक्षसैः दण्डितं कृतम्?	हनुुमतः	 अङ्गदस्य / सुग्रीवस्य / नलस्य / हनुमतः
